id,source,area,number,text,option1,option2,option3,option4,correct,rationale
Gemini-generated-q63,Gemini-generated,area1,63,"Under the California Architects Practice Act (BPC § 5584), which action is legally classified as 'incompetence' in the practice of architecture?","A demonstrated lack of knowledge, ability, or fitness to perform the professional duties ordinarily expected of an architect",Billing a client on a percentage of construction cost method rather than a stipulated fixed sum,Submitting an RFI response three days later than the timeline requested by the general contractor,Failing to secure a LEED Platinum certification when the initial contract specified LEED Gold,1,"CAB Disciplinary Guidelines define incompetence as a serious lack of technical ability, legal qualification, or fitness to discharge the required duties of a licensed design professional, distinct from occasional ordinary error."
Gemini-generated-q64,Gemini-generated,area1,64,"An architect forms a partnership with an unlicensed interior designer to provide design-build services. Under BPC § 5536, what restriction applies to the commercial name of the business entity?",The entity cannot include the word 'architect' or 'architecture' in its title unless a licensed architect is identified as a partner,The entity can use any title provided the interior designer holds an active state business license,The firm must be named exclusively after the unlicensed partner to avoid confusion with professional corporations,The partnership must register with the Division of the State Architect before executing commercial contracts,1,BPC § 5536 and § 5539 state that a partnership or firm cannot use 'architect' or 'architecture' in its title unless any non-architect partners are identified and licensed architects retain responsible control of all architectural services.
Gemini-generated-q65,Gemini-generated,area1,65,"Under California law, an architect is retained to provide feasibility studies for an affordable housing project funded through HCD. Which HCD grant program coordinates with local agencies to fund transit-oriented affordable housing?",Affordable Housing and Sustainable Communities (AHSC) Program,California Coastal Conservancy Transit Infrastructure Fund,State Educational Facilities Mitigation Block Grant,Division of the State Architect Sustainable Infrastructure Fund,1,"The Affordable Housing and Sustainable Communities (AHSC) program, administered by the Strategic Growth Council and implemented by HCD, funds land-use and transportation housing projects reducing greenhouse gases."
Gemini-generated-q66,Gemini-generated,area1,66,"An architect prepares project estimates during schematic design. In California, if a client's budget is fixed by public bond covenants and all competitive bids come in over budget, what is the architect's duty under standard contract terms?",Redesign the project at no additional fee to bring construction costs within the established budget limit,Compensate the public agency for the financial difference using professional liability insurance,Resign from the commission and forfeit all professional fees earned during schematic design,Issue an administrative appeal directly to the California Department of General Services,1,"Under standard professional agreements (such as modified AIA B101/B201 in CA public practice), if competitive bids exceed the agreed project budget, the architect must modify drawings and specifications without additional fee."
Gemini-generated-q67,Gemini-generated,area1,67,"Under California Business and Professions Code § 5550.3, what information regarding exam scores is considered confidential and protected from public record release by the California Architects Board?",Individual candidate test scores and specific examination performance history,The list of names of candidates who successfully pass the California Supplemental Exam,The passing score percentage determined by the Board's psychometric testing committee,The total number of candidates who sit for the CSE across a given calendar year,1,"BPC § 5550.3 establishes that examination scores, questions, and specific scoring histories of individual applicants are confidential records exempt from disclosure under the California Public Records Act."
Gemini-generated-q68,Gemini-generated,area1,68,"Under California Government Code § 65863 (No-Net-Loss Law), what is a municipality prohibited from doing regarding parcels identified in its Housing Element?",Downzoning or reducing the allowable residential density below what is required to accommodate its remaining RHNA share,Approving commercial office developments on any site within five miles of a regional train station,Requiring residential projects to comply with local setback and parking zoning ordinances,Granting density bonuses to private developers exceeding 50% of the baseline density,1,Gov. Code § 65863 (No-Net-Loss) prohibits local jurisdictions from reducing density or approving lower-density housing on parcels identified in the Housing Element unless adequate replacement capacity is designated elsewhere.
Gemini-generated-q69,Gemini-generated,area1,69,"Under the California Architects Practice Act, which professional role may an unlicensed employee perform within an architectural firm?",Preparing architectural drawings and technical specifications under the direct supervision and responsible control of a licensed architect,Stamping and signing permit documents for single-family residences using the firm's corporate seal,Conducting independent structural reviews and executing building permit submittal forms as architect-of-record,Representing the firm as a licensed partner during formal municipal planning commission testimony,1,"BPC § 5536.1 allows non-licensed staff to draft plans, specifications, and instruments of service, provided they work under the direct supervision, responsible control, and personal direction of a licensed California architect."
Gemini-generated-q70,Gemini-generated,area1,70,"When an architect enters into a contract with a public school district for design services funded under the Leroy F. Greene School Facilities Act, which agency must approve the project plans before construction contracts are awarded?",The Division of the State Architect (DSA),The Department of Housing and Community Development (HCD),The California Energy Commission (CEC),The Governor's Office of Planning and Research (OPR),1,"Under California Education Code § 17070+ and Title 24, all state-funded public school projects under the Leroy F. Greene Act must receive plan approval from the Division of the State Architect (DSA) prior to contract letting."
Gemini-generated-q71,Gemini-generated,area2,71,"Under CEQA Guidelines § 15162, when is a Lead Agency legally REQUIRED to prepare a Subsequent Environmental Impact Report (Subsequent EIR) rather than an Addendum?",When substantial changes occur in the project or circumstances that result in new significant environmental impacts not analyzed in the prior EIR,Whenever the project ownership transfers to a different private real estate development entity,Whenever neighbors file an administrative appeal objecting to minor changes in exterior building elevations,If more than 12 months have elapsed between the certification of the original EIR and permit issuance,1,"Under CEQA Guidelines § 15162, a Subsequent EIR is required only when substantial changes in the project or circumstances will result in new significant environmental effects or a substantial increase in the severity of previously identified effects."
Gemini-generated-q72,Gemini-generated,area2,72,"Under CEQA Guidelines § 15164, when may a Lead Agency prepare an Addendum to an Environmental Impact Report?","When minor technical changes or additions are necessary, but none of the conditions calling for a Subsequent EIR have occurred",Whenever the applicant wishes to bypass mandatory 45-day public review on an entirely new project,Only when a court orders the agency to re-evaluate structural fire safety standards,Whenever a project is granted a categorical exemption by the local planning commission,1,"An Addendum to an EIR (or MND) is used under CEQA Guidelines § 15164 when only minor technical modifications or explanations are needed, and no new significant environmental impacts are created."
Gemini-generated-q73,Gemini-generated,area2,73,"Under CEQA, what is the primary purpose of 'Tiering' an environmental impact report (PRC § 21093)?",To use a broad program-level EIR for general policies and focus subsequent project-level EIRs solely on specific site impacts,To rank subcontractors bidding on public works based on their environmental compliance track record,To classify hazardous waste sites according to cleanup priority under Department of Toxic Substances Control,To establish a multi-tiered fee schedule for filing Notices of Determination with county clerks,1,"CEQA tiering allows a lead agency to rely on a broad general-plan or program EIR for regional cumulative analysis, concentrating future project-level EIRs narrowly on site-specific environmental issues."
Gemini-generated-q74,Gemini-generated,area2,74,"Under CEQA Guidelines § 15063, within how many days must a Lead Agency complete an Initial Study after determining an application for a private development project is complete?",Within 30 calendar days,Within 60 calendar days,Within 90 calendar days,Within 14 calendar days,1,"Under CEQA Guidelines § 15063(a) and Public Resources Code § 21080.2, the lead agency must conduct an Initial Study within 30 days of determining that an application for a development project is complete."
Gemini-generated-q75,Gemini-generated,area2,75,Which document must an architect review to verify whether a project site is listed on California's official hazardous waste and substance sites database prior to claiming a CEQA Categorical Exemption?,The Cortese List maintained under California Government Code § 65962.5,The National Register of Historic Places maintained by the National Park Service,The California Geological Survey Seismic Hazard Zone Map series,The Department of Housing and Community Development Annual Progress Report,1,"Under CEQA Guidelines § 15300.2(e), projects located on sites included on the state 'Cortese List' (Gov. Code § 65962.5, tracking hazardous waste facilities and contaminated groundwater sites) cannot receive categorical exemptions."
Gemini-generated-q76,Gemini-generated,area2,76,"Under CEQA, which of the following actions is legally categorized as a 'Statutory Exemption' enacted by the California Legislature?",Feasibility and planning studies for possible future agency actions that have not yet been approved,Minor alterations to existing private commercial structures not involving any expansion,New construction of small structures such as single-family homes or duplexes,Infill development projects conforming with local municipal general plans,1,"Statutory exemptions (CEQA Guidelines § 15260–§ 15285) are enacted by statute, including ministerial projects, feasibility studies, emergency projects, and mass transit passenger service extensions."
Gemini-generated-q77,Gemini-generated,area2,77,"Under the California Coastal Act, what constitutes an 'Environmentally Sensitive Habitat Area' (ESHA)?","Any area where plant or animal life or their habitats are rare or especially valuable, and easily disturbed by human activities","Any shoreline parcel located within 1,000 feet of an operational commercial marine harbor",Any agricultural land used for growing wine grapes or seasonal commercial row crops,Any urban infill parcel located within the boundaries of a regional metropolitan transit district,1,PRC § 30107.5 defines an ESHA as any area in which plant or animal life or their habitats are either rare or especially valuable because of their special nature or role in an ecosystem and which could be easily degraded by human activities.
Gemini-generated-q78,Gemini-generated,area2,78,"Under the California Coastal Act (PRC § 30600), what type of development in the Coastal Zone is statutorily EXEMPT from obtaining a Coastal Development Permit?","Maintenance dredging of existing navigation channels not exceeding 100,000 cubic yards within a 12-month period",Construction of a new three-story beachfront hotel and conference pavilion,"Grading of more than 5,000 cubic yards of coastal bluff sediment for roadway realignment",Subdivision of an undeveloped 50-acre parcel into individual residential estate lots,1,PRC § 30610(c) explicitly exempts maintenance dredging of existing navigation channels (pursuant to Army Corps authorization) from the requirement to obtain a coastal development permit.
Gemini-generated-q79,Gemini-generated,area2,79,An architect is designing a commercial project that will discharge treated stormwater into a municipal separate storm sewer system (MS4). Which entity enforces MS4 National Pollutant Discharge Elimination System permits in California?,The local Regional Water Quality Control Board (RWQCB),The California Department of Housing and Community Development (HCD),The California Architects Board Enforcement Division,The State Clearinghouse under the Governor's Office of Planning and Research,1,"The nine Regional Water Quality Control Boards (RWQCBs), overseen by the State Water Resources Control Board, enforce MS4 permits and issue Waste Discharge Requirements throughout California."
Gemini-generated-q80,Gemini-generated,area2,80,"Under California Fish and Game Code § 1602, what is the mandatory trigger that requires an architect or civil engineer to submit an LSA Notification to the California Department of Fish and Wildlife?","Any activity that will divert, obstruct, or substantially alter the natural flow or bed, channel, or bank of a river, stream, or lake",Any building construction project within 2 miles of a designated municipal bird sanctuary,Any commercial development that connects to a municipal reclaimed wastewater utility loop,Any project that requires an Environmental Impact Report certified by a county board of supervisors,1,"Fish and Game Code § 1602 requires notification to CDFW prior to commencing any activity that will substantially divert, obstruct, or change the natural bed, channel, or bank of any river, stream, or lake."
Gemini-generated-q81,Gemini-generated,area2,81,"Under California Government Code § 65906, can a municipal zoning variance be granted to authorize a use or activity that is NOT otherwise expressly permitted in the underlying zoning district?","No, California law strictly prohibits granting 'use variances' that authorize land uses not permitted in the zone","Yes, planning commissions have statutory authority to approve use variances upon a showing of financial hardship","Yes, provided the applicant files a Mitigated Negative Declaration under CEQA guidelines",Only if the property is located in an unincorporated county territory rather than an incorporated city,1,Government Code § 65906 specifically mandates that a variance shall not be granted for a parcel of property which authorizes a use or activity which is not otherwise expressly authorized by the zone regulation (no 'use variances' in CA).
Gemini-generated-q82,Gemini-generated,area2,82,"Under the Subdivision Map Act (Gov. Code § 66410+), which legal instrument is required to subdivide a parcel of real property into FIVE or more residential lots?",A Tentative and Final Subdivision Map,A Parcel Map exclusively reviewed by the building department,A Conditional Use Permit recorded with the Secretary of State,A Categorical Exemption Certificate approved by the city engineer,1,"Under the Subdivision Map Act, a subdivision creating five or more parcels requires a Tentative and Final Map, whereas subdivisions creating four or fewer parcels are governed by Parcel Maps."
Gemini-generated-q83,Gemini-generated,area2,83,"Under the California Environmental Quality Act, what constitutes an 'Initial Study' (CEQA Guidelines § 15063)?","A preliminary analysis conducted by the Lead Agency to determine whether an EIR, Negative Declaration, or MND must be prepared",A financial audit assessing whether a project has secured sufficient private capital to complete construction,A structural engineering survey measuring building slab settlement against ASCE 7 tolerances,A soil boring report certified by the California Geological Survey prior to grading permit release,1,"CEQA Guidelines § 15063 defines an Initial Study as a preliminary analysis prepared by the lead agency to determine whether an EIR or a Negative Declaration must be prepared, or to identify impacts to be analyzed in an EIR."
Gemini-generated-q84,Gemini-generated,area2,84,"When a Lead Agency issues a Notice of Preparation (NOP) for an Environmental Impact Report, who must receive copies under CEQA Guidelines § 15082?","The State Clearinghouse, each Responsible Agency, Trustee Agencies, and involved federal agencies",Every licensed architect residing within the incorporated limits of the host municipality,Only the local municipal fire department and city building official,The California Architects Board and Department of Consumer Affairs,1,"CEQA Guidelines § 15082 requires the Lead Agency to send the Notice of Preparation (NOP) to the State Clearinghouse, all Responsible and Trustee Agencies, and any federal agencies involved in approving the project."
Gemini-generated-q85,Gemini-generated,area2,85,"Under California planning law, what legal requirement ensures that a city's zoning ordinances remain enforceable?",The zoning ordinance must be consistent with the comprehensive local General Plan,The zoning code must be reviewed and re-approved by the Governor's Office of Planning and Research every 2 years,The zoning map must match MasterFormat specifications adopted by CSI,All commercial zoning districts must conform to federal architectural accessibility guidelines,1,California Government Code § 65860 mandates that local zoning ordinances must be strictly consistent with the local General Plan; an inconsistent zoning ordinance is invalid and voidable.
Gemini-generated-q86,Gemini-generated,area2,86,"Under CEQA, what is the mandatory public review period for a proposed Negative Declaration or Mitigated Negative Declaration that is submitted to the State Clearinghouse?",30 calendar days,14 calendar days,45 calendar days,60 calendar days,1,"Under CEQA Guidelines § 15105(b), the public review period for a Negative Declaration or Mitigated Negative Declaration is 30 days when submitted to the State Clearinghouse (20 days if local agency review only)."
Gemini-generated-q87,Gemini-generated,area2,87,"Under the California Coastal Act, what is the width of the Coastal Zone along significant coastal estuarine, sanctuary, and recreational areas?",Extending inland up to 5 miles from the mean high tide line,"Exactly 1,000 yards inland in all locations statewide without exception",A uniform 500-foot band running along the high-water wave mark,Extending inland up to the summit of the Sierra Nevada mountain range,1,"Under PRC § 30103, the coastal zone generally extends seaward to the state's outer limit of jurisdiction, inland 1,000 yards, and in significant coastal estuarine, habitat, and recreational areas extends inland up to 5 miles."
Gemini-generated-q88,Gemini-generated,area2,88,"Which state agency exercises permit jurisdiction over structures built within, over, or adjacent to state-owned sovereign tidal and submerged waterways in California?",California State Lands Commission (SLC),California Department of Transportation (Caltrans),Division of the State Architect (DSA),Department of Housing and Community Development (HCD),1,"The California State Lands Commission manages and protects sovereign public trust lands, waterways, and submerged lands beneath tidal and navigable waters of the state."
Gemini-generated-q89,Gemini-generated,area2,89,"Under CEQA Guidelines § 15088, what must a Lead Agency provide regarding written comments received on a Draft Environmental Impact Report during the public review period?","Detailed written responses addressing significant environmental issues raised, included within the Final EIR",An immediate rejection letter explaining that public comments are advisory only,A revised architectural drawing set signed and sealed by the architect-of-record,A refund voucher for local municipal planning application processing fees,1,"CEQA Guidelines § 15088 mandates that the Lead Agency evaluate and provide written responses to all substantive environmental comments received on the Draft EIR, which must be incorporated into the Final EIR."
Gemini-generated-q90,Gemini-generated,area2,90,"Under the Alquist-Priolo Earthquake Fault Zoning Act, what threshold of building alteration triggers mandatory geotechnical investigation for active surface fault traces?",Alterations or additions that exceed 50 percent of the value of the structure,"Any interior alteration exceeding $10,000 in total construction valuation",Any addition that adds at least one new exterior accessible pedestrian ramp,Only conversions of commercial office buildings into residential dwelling units,1,"Under Public Resources Code § 2621.6 and 14 CCR § 3601, additions or alterations to existing structures that exceed 50 percent of the value of the structure are subject to Alquist-Priolo fault investigations."
Gemini-generated-q91,Gemini-generated,area4,91,"Under CBC Chapter 11A, what is the minimum clear opening width required for interior doorway openings serving accessible rooms within covered multi-family dwelling units?",32 inches clear width with the door open 90 degrees,28 inches clear width,36 inches clear width,30 inches clear width,1,CBC Chapter 11A Section 1132A.1 requires interior doorways within covered dwelling units to provide a minimum clear opening width of 32 inches measured between the face of the door and the stop when opened to 90 degrees.
Gemini-generated-q92,Gemini-generated,area4,92,"Under CBC Chapter 11A (Housing and Community Development accessibility regulations), what is the minimum required interior clearance between base cabinets in a U-shaped kitchen layout?",60 inches minimum clearance between opposing cabinet faces,48 inches minimum clearance,36 inches minimum clearance,40 inches minimum clearance,1,"CBC Chapter 11A Section 1133A.2.1 mandates that U-shaped kitchens in covered multi-family dwelling units maintain a minimum clearance of 60 inches between opposing base cabinets, countertops, or walls."
Gemini-generated-q93,Gemini-generated,area4,93,"Under CALGreen (Title 24 Part 11) Section 5.303, nonresidential building additions and alterations must achieve what mandatory indoor water reduction percentage compared to baseline calculations?",A 20 percent reduction in indoor potable water usage,A 10 percent reduction in indoor potable water usage,A 35 percent reduction in indoor potable water usage,A 50 percent reduction in indoor potable water usage,1,CALGreen Section 5.303.2 requires commercial additions and alterations to reduce indoor potable water consumption by 20 percent below the calculated baseline standard using water-conserving plumbing fixtures.
Gemini-generated-q94,Gemini-generated,area4,94,"Under CALGreen (Title 24 Part 11) Section 5.106.5.3, what electrical infrastructure is required for an 'EV Capable' parking space in a commercial parking lot?","Listed raceway, electrical panel space, and capacity to support a future minimum 40-amp 208/240V branch circuit",A fully energized Level 2 charging station installed and operational before building final,A standard 15-amp exterior GFCI electrical receptacle mounted on a pole,A direct photovoltaic solar circuit connected into a battery storage bank,1,"CALGreen Chapter 2 defines 'EV Capable' as having designated raceway, panelboard space, and electrical capacity installed to support future EV supply equipment (minimum 40-ampere 208/240-volt branch circuit)."
Gemini-generated-q95,Gemini-generated,area4,95,"Under CBC Chapter 17 (Special Inspections), which construction assembly in a high seismic region requires continuous special inspection during field placement?","Structural concrete placement exceeding 2,500 psi compressive strength and high-strength structural bolting",Installation of interior non-loadbearing drywall framing in commercial tenant spaces,Application of interior latex paints complying with SCAQMD VOC limits,Placement of gravel base courses beneath standard exterior concrete walkways,1,CBC Section 1705.3 mandates continuous special inspection during the placement of structural concrete in seismic design categories and during high-strength bolting and structural welding operations.
Gemini-generated-q96,Gemini-generated,area5,96,"Under California Civil Code § 8416, which document must be served upon the property owner via registered mail concurrently with recording a Mechanic's Lien in the County Recorder's office?",A Notice of Mechanic's Lien and an executed Proof of Service Affidavit,A copy of the architect's professional liability insurance certificate,A formal demand letter signed by the presiding judge of the superior court,A copy of the local municipal building permit and stamped plan set,1,Civil Code § 8416 requires that a claimant serve a copy of the recorded Mechanic's Lien together with a statutory 'Notice of Mechanic's Lien' on the property owner via registered mail and attach a proof of service affidavit.
Gemini-generated-q97,Gemini-generated,area5,97,"Under California Civil Code § 8420, if a claimant records a mechanic's lien against a commercial property, within how many days must a lawsuit to foreclose on that lien be filed?",Within 90 days after recording the lien,Within 30 days after recording the lien,Within 60 days after the owner issues a demand,Within 1 year after the completion of the project,1,"Civil Code § 8420 and § 8460 establish that an action to enforce (foreclose) a mechanic's lien must be commenced in court within 90 days after the date on which the lien was recorded, or the lien becomes null and void."
Gemini-generated-q98,Gemini-generated,area5,98,"Under California Civil Code § 8480, what may a property owner do if a mechanic's lien claimant fails to file an action to foreclose the lien within the 90-day statutory period?",Petition the superior court for an order releasing the property from the expired lien and recover attorney fees,Automatically withhold 100% of progress payments from all other active site subcontractors,Request that the California Architects Board revoke the claimant's professional license,Issue an administrative citation through the local county tax assessor,1,"Under Civil Code § 8480, if a lien expires because no foreclosure suit was filed within 90 days, the owner may petition the court for an expedited decree releasing the property, with the prevailing party awarded reasonable attorney fees."
Gemini-generated-q99,Gemini-generated,area5,99,"Under California Public Contract Code § 4107, under what condition may a prime general contractor substitute a subcontractor listed in their accepted public works bid?","Only with written consent of the awarding public authority after proving statutory grounds (e.g., subcontractor failure or refusal to execute a contract)",At any time the prime contractor discovers a lower-priced competitor willing to perform the work,Whenever the project architect issues an RFI altering the interior finishes schedule,Whenever the subcontractor requests progress payments in accordance with standard billing intervals,1,"PCC § 4107 prohibits subcontractor substitution without written consent of the awarding public authority, granted only for specific statutory reasons such as bankruptcy, failure to execute a subcontract, or license revocation."
Gemini-generated-q100,Gemini-generated,area5,100,"Under California Civil Code § 8508, what is the legal effect of a Stop Payment Notice served on a public works project in California?",It obligates the public entity to withhold from the direct contractor sufficient funds to satisfy the claimant's claim,It prevents the public owner from using the facility until all labor disputes are settled in court,It places an immediate real estate foreclosure encumbrance against the municipal city hall parcel,It forces the public authority to cancel the general contractor's performance and payment bonds,1,Civil Code § 8508 establishes that receipt of a Stop Payment Notice legally obligates the public entity to withhold sufficient funds from payments due the direct contractor to satisfy the unpaid claimant's stop notice claim.
Gemini-generated-q101,Gemini-generated,area5,101,"Under California Civil Code § 8134, which statutory form must a subcontractor execute to release all mechanics lien and stop payment rights upon receipt of the FINAL progress payment after the check has cleared?",Unconditional Waiver and Release on Final Payment,Conditional Waiver and Release on Progress Payment,Unconditional Waiver and Release on Progress Payment,Notice of Non-Responsibility,1,"Civil Code § 8134 provides the mandatory language for an Unconditional Waiver and Release on Final Payment, which extinguishes all lien and stop notice claims once final payment has been cleared by the paying bank."
Gemini-generated-q102,Gemini-generated,area5,102,"Under California Public Contract Code § 7107, what is the maximum percentage of retention proceeds a public agency may withhold from a prime contractor on a public works construction contract?","Not more than 5 percent of the contract price, unless the project is determined to be substantially complex",Not more than 10 percent of the contract price under standard conditions,Not more than 2 percent of the contract price,No retention withholding is legally permitted on public works contracts in California,1,"PCC § 7107 caps retention proceeds withheld from progress payments on state and local public works contracts at 5 percent, unless the agency formally finds before bid advertisement that the project is substantially complex."
Gemini-generated-q103,Gemini-generated,area5,103,"Under California Civil Code § 8814, if there is a good faith dispute over an amount due to a subcontractor from retention, what maximum percentage of the disputed amount may the direct contractor withhold?",Up to 150 percent of the estimated value of the disputed amount,Up to 100 percent of the disputed amount,Up to 200 percent of the disputed amount,No funds may be withheld if a preliminary notice was served within 20 days,1,"Civil Code § 8814(c) provides that in the event of a bona fide dispute between the direct contractor and subcontractor, the contractor may withhold from retention an amount not to exceed 150 percent of the estimated value of the disputed amount."
Gemini-generated-q104,Gemini-generated,area5,104,"Under AIA Document A201 as interpreted in California construction litigation, what is the consequence if an owner occupies or takes possession of a project prior to formal Substantial Completion?","Such occupancy constitutes substantial completion and initiates the warranty period, unless otherwise agreed in writing",The general contractor forfeits all remaining unpaid retainage funds held in escrow,The project is deemed an illegal occupancy subject to immediate structural condemnation by the CAB,The architect's professional liability insurance policy is voided automatically,1,"Under A201 § 9.9.1, partial occupancy or use of a project by the owner constitutes constructive substantial completion for that portion of the work and initiates the applicable warranty and statute of limitation periods."
Gemini-generated-q105,Gemini-generated,area5,105,"Under California Code of Civil Procedure § 337.1, what is the statute of limitations for bringing a lawsuit against an architect for damages caused by a 'patent' deficiency in design or construction?",Within 4 years from the date of substantial completion of the improvement,Within 10 years from the date of substantial completion of the improvement,Within 2 years from the date of discovery by the current property owner,Within 1 year from the date the certificate of occupancy was issued,1,"CCP § 337.1 sets a 4-year statute of limitations for injury or damages arising out of patent (readily observable or discoverable) construction or design defects, measured from substantial completion."
Gemini-generated-q106,Gemini-generated,area5,106,"Under California Civil Code § 8404, what is the consequence if a claimant fails to include their contractor's license number on their Preliminary 20-Day Notice?","The preliminary notice remains valid, provided all other statutory information (name, address, work description) is accurate","The preliminary notice is completely void, forfeiting all mechanic's lien rights on the project","The claimant is immediately assessed a $5,000 fine by the California Architects Board",The public agency must automatically seize the general contractor's payment bond,1,"Under Civil Code § 8404 and § 8200+, failure to include an administrative license number is a technical deficiency that does not invalidate the preliminary notice if substantial compliance and actual notice are established."
Gemini-generated-q107,Gemini-generated,area4,107,"Under CBC Chapter 7A, which standard governs exterior wildfire exposure for building materials in a designated Very High Fire Hazard Severity Zone (VHFHSZ)?",Noncombustible materials or ignition-resistant materials tested per SFM Standard 12-7A,One-hour fire resistive assembly tested per ASTM E119 only,FEMA National Flood Insurance Program structural standards,CALGreen Tier 2 exterior insulation requirements,1,"CBC Chapter 7A mandates that exterior walls, roofs, eaves, and glazed openings in a VHFHSZ comply with California State Fire Marshal (SFM) Standards (e.g., SFM 12-7A-1 through 12-7A-5) or use noncombustible/ignition-resistant materials to resist ember penetration and radiant heat."
Gemini-generated-q108,Gemini-generated,area2,108,"Under California Public Resources Code § 4291 and CalFire defensible space regulations, what is the required dimension and character of 'Zone 0' around a structure?","0 to 5 feet from the structure, maintained as an ember-resistant zone with no combustible mulch or vegetation","5 to 30 feet from the structure, designated as the 'Lean, Clean and Green' zone","30 to 100 feet from the structure, designated as the 'Reduced Fuel' zone","Within 10 feet of public roads, requiring tree thinning",1,"Zone 0 is the immediate 0 to 5 feet perimeter around the structure, designated as the ember-resistant zone where combustible materials, wood mulches, and continuous shrubs are strictly prohibited to prevent ember ignition."
Gemini-generated-q109,Gemini-generated,area2,109,"Under California's Model Water Efficient Landscape Ordinance (MWELO), at what threshold does the ordinance apply to a new commercial construction landscape project that requires a building or plan check permit?",Aggregate landscape area equal to or greater than 500 sq. ft.,"Aggregate landscape area equal to or greater than 2,500 sq. ft.","Only commercial projects exceeding 10,000 sq. ft. of turf",All projects regardless of size if located in an agricultural district,1,"MWELO applies to new construction projects with an aggregate landscape area of 500 square feet or more requiring a permit (and rehabilitated landscapes of 2,500 sq. ft. or more)."
Gemini-generated-q110,Gemini-generated,area2,110,"Under the Alquist-Priolo Earthquake Fault Zoning Act, what is the default restriction regarding placing a new structure intended for human occupancy near an active earthquake fault trace?",The building must be set back at least 50 feet from the identified active fault trace unless proven otherwise by a geologic investigation,The building may cross the fault trace if supported on seismic base isolators,No structures can be built within 500 feet of an Alquist-Priolo zone boundary,Only buildings classified as Risk Category IV are prohibited within the zone,1,The Alquist-Priolo Act assumes an active fault trace is hazardous for human occupancy structures and requires a minimum 50-foot setback unless a site-specific geologic trenching investigation establishes a different safe setback.
Gemini-generated-q111,Gemini-generated,area2,111,What is the primary difference between the Alquist-Priolo Act and the California Seismic Hazards Mapping Act?,"Alquist-Priolo regulates surface fault rupture hazards; the Seismic Hazards Mapping Act regulates earthquake-induced ground shaking, liquefaction, and landslides",Alquist-Priolo regulates high-rise buildings; Seismic Hazards Mapping regulates residential homes,Alquist-Priolo applies only to Northern California; Seismic Hazards Mapping applies statewide,Alquist-Priolo is administered by DSA; Seismic Hazards Mapping is administered by HCAI,1,"The Alquist-Priolo Earthquake Fault Zoning Act addresses surface fault rupture hazard exclusively, whereas the Seismic Hazards Mapping Act (PRC § 2690+) identifies zones subject to strong ground shaking, soil liquefaction, and earthquake-induced landslides."
Gemini-generated-q112,Gemini-generated,area4,112,What legal protection is granted to a California commercial property owner who obtains an inspection and report by a Certified Access Specialist (CASp) under California Senate Bill 1186?,A 90-day stay of court proceedings and an early evaluation conference in the event of an accessibility lawsuit,A total exemption from compliance with future California Building Code Title 24 updates,Waiver of the 20% path of travel spending obligation under Section 11B-202.4,Immunization against federal Department of Justice civil rights actions,1,"Under SB 1186 (Civil Code § 55.54), obtaining a CASp inspection report prior to being sued establishes 'qualified defendant' status, granting the owner the right to a 90-day court stay, an early settlement conference, and potential reductions in statutory minimum damages."
Gemini-generated-q113,Gemini-generated,area2,113,"According to Division of the State Architect (DSA) Interpretation of Regulations IR A-22, when is a public school modernization project exempt from DSA structural plan review?",Non-structural alterations where the estimated construction cost does not exceed the statutory threshold and the work does not affect structural elements or life-safety,"Any project under $1,000,000 regardless of structural alterations",All campus athletic fields and shade structures,Work designed and stamped by a licensed civil engineer rather than an architect,1,"Under DSA IR A-22 and Education Code § 17295, minor non-structural alterations below the annual statutory cost threshold that do not affect the lateral force-resisting system, load-bearing components, or required egress are exempt from DSA plan approval."
Gemini-generated-q114,Gemini-generated,area2,114,"An architect is designing an outpatient surgical clinic that will not have overnight patient stay beds. Under California Department of Health Care Access and Information (HCAI, formerly OSHPD) classification, what is this facility?","HCAI 3, which is reviewed by the local city/county building department rather than directly by HCAI","HCAI 1, which requires full direct HCAI field inspection and Field Act compliance","HCAI 4, which is exempt from all Title 24 provisions","HCAI 2, which requires DSA review",1,"HCAI 1 applies to acute care inpatient hospitals; HCAI 3 applies to licensed clinics (outpatient surgical, dialysis, etc.). HCAI 3 plans are reviewed and enforced by local municipal building jurisdictions using Title 24 standards, not direct HCAI staff."
Gemini-generated-q115,Gemini-generated,area1,115,"Under California Business & Professions Code § 5536.22, which specific statutory notice regarding the California Architects Board must be included in every written contract for architectural services?",A statement stating that architects are licensed and regulated by the California Architects Board along with the Board's contact information,The architect's professional liability policy number and deductible,The date the architect passed the California Supplemental Exam,"A statement that all dispute settlements over $5,000 must be arbitrated",1,"B&P Code § 5536.22(a)(8) explicitly mandates that written architectural contracts contain a prominent statement that architects are licensed and regulated by the California Architects Board, including the Board’s address and telephone number."
Gemini-generated-q116,Gemini-generated,area1,116,"To maintain an active California architect license, what mandatory continuing education coursework must licensees complete prior to each biennial renewal?",5 hours on California accessibility requirements (Title 24/ADA) and 5 hours on zero net carbon / energy design,"12 hours of general health, safety, and welfare (HSW) with no specific topics",24 hours of AIA learning units without state reporting,Only coursework in California contract law,1,California B&P Code § 5600.05 mandates 5 hours of coursework in disability access requirements and (effective recent renewals) 5 hours in Zero Net Carbon (ZNC) design as a condition of biennial license renewal.
